fdc_id,data_type,description,food_category_id,publication_date
333008,foundation_food,"Cookies, oatmeal, soft, with raisins",18,2019-04-01
333281,foundation_food,"Tomatoes, canned, red, ripe, diced",11,2019-04-01
333374,foundation_food,"Fish, haddock, raw",15,2019-04-01
333476,foundation_food,"Fish, pollock, raw",15,2019-04-01
334194,foundation_food,"Fish, tuna, light, canned in water, drained solids",15,2019-04-01
334247,foundation_food,"Sugars, granulated",19,2019-04-01
334462,foundation_food,"Restaurant, Chinese, sweet and sour pork",25,2019-04-01
334536,foundation_food,"Restaurant, Chinese, fried rice, without meat",25,2019-04-01
334628,foundation_food,"Restaurant, Latino, tamale, pork",25,2019-04-01
334720,foundation_food,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",25,2019-04-01
334849,foundation_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-04-01
334897,foundation_food,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",13,2019-04-01
334898,foundation_food,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
334963,foundation_food,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
335061,foundation_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-04-01
335109,foundation_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01
335240,foundation_food,"Bread, whole-wheat, commercially prepared",18,2019-04-01
335245,foundation_food,"Beans, Dry, Dark Red Kidney (0% moisture)",16,2019-04-01
335306,foundation_food,"Beans, Dry, Pink (0% moisture)",16,2019-04-01
335419,foundation_food,"Beans, Dry, Navy (0% moisture)",16,2019-04-01
335422,foundation_food,"Beans, Dry, Light Red Kidney (0% moisture)",16,2019-04-01
335425,foundation_food,"Beans, Dry, Brown (0% moisture)",16,2019-04-01
335428,foundation_food,"Beans, Dry, Flor de Mayo (0% moisture)",16,2019-04-01
335433,foundation_food,"Beans, Dry, Carioca (0% moisture)",16,2019-04-01
335442,foundation_food,"Beans, Dry, Tan (0% moisture)",16,2019-04-01
335695,foundation_food,"Beans, Dry, Pinto (0% moisture)",16,2019-04-01
335774,foundation_food,"Beans, Dry, Small Red (0% moisture)",16,2019-04-01
335777,foundation_food,"Beans, Dry, Medium Red (0% moisture)",16,2019-04-01
335782,foundation_food,"Beans, Dry, Cranberry (0% moisture)",16,2019-04-01
335785,foundation_food,"Beans, Dry, Light Tan (0% moisture)",16,2019-04-01
335912,foundation_food,"Beans, Dry, Black (0% moisture)",16,2019-04-01
335927,foundation_food,"Beans, Dry, Small White (0% moisture)",16,2019-04-01
335930,foundation_food,"Beans, Dry, Red (0% moisture)",16,2019-04-01
336067,foundation_food,"Beans, Dry, Great Northern (0% moisture)",16,2019-04-01
746758,foundation_food,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",13,2019-12-16
746759,foundation_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-12-16
746760,foundation_food,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-12-16
746761,foundation_food,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-12-16
746762,foundation_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-12-16
746763,foundation_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-12-16
746764,foundation_food,"Carrots, frozen, unprepared",11,2019-12-16
746765,foundation_food,"Cheese, dry white, queso seco",1,2019-12-16
746766,foundation_food,"Cheese, ricotta, whole milk",1,2019-12-16
746767,foundation_food,"Cheese, swiss",1,2019-12-16
746768,foundation_food,"Figs, dried, uncooked",9,2019-12-16
746769,foundation_food,"Lettuce, cos or romaine, raw",11,2019-12-16
746770,foundation_food,"Melons, cantaloupe, raw",9,2019-12-16
746771,foundation_food,"Oranges, raw, navels",9,2019-12-16
746772,foundation_food,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1,2019-12-16
746773,foundation_food,"Pears, raw, bartlett",9,2019-12-16
746774,foundation_food,"Restaurant, Chinese, sweet and sour pork",25,2019-12-16
746775,foundation_food,"Salt, table, iodized",2,2019-12-16
746776,foundation_food,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",1,2019-12-16
746777,foundation_food,"Sauce, salsa, ready-to-serve",6,2019-12-16
746778,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1,2019-12-16
746779,foundation_food,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",7,2019-12-16
746780,foundation_food,"Sausage, Italian, pork, mild, cooked, pan-fried",7,2019-12-16
746781,foundation_food,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",7,2019-12-16
746782,foundation_food,"Milk, whole, 3.25% milkfat, with added vitamin D",1,2019-12-16
746783,foundation_food,"Sausage, turkey, breakfast links, mild, raw",7,2019-12-16
746784,foundation_food,"Sugars, granulated",19,2019-12-16
746785,foundation_food,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",5,2019-12-16
746952,foundation_food,"Ham, sliced, restaurant",10,2019-12-16
747429,foundation_food,"Cheese, American, restaurant",1,2019-12-16
747430,foundation_food,"Beans, Dry, Medium Red (0% moisture)",16,2019-12-16
747431,foundation_food,"Beans, Dry, Red (0% moisture)",16,2019-12-16
747432,foundation_food,"Beans, Dry, Flor de Mayo (0% moisture)",16,2019-12-16
747433,foundation_food,"Beans, Dry, Brown (0% moisture)",16,2019-12-16
747434,foundation_food,"Beans, Dry, Tan (0% moisture)",16,2019-12-16
747435,foundation_food,"Beans, Dry, Light Tan (0% moisture)",16,2019-12-16
747436,foundation_food,"Beans, Dry, Carioca (0% moisture)",16,2019-12-16
747437,foundation_food,"Beans, Dry, Cranberry (0% moisture)",16,2019-12-16
747438,foundation_food,"Beans, Dry, Light Red Kidney (0% moisture)",16,2019-12-16
747439,foundation_food,"Beans, Dry, Pink (0% moisture)",16,2019-12-16
747440,foundation_food,"Beans, Dry, Dark Red Kidney (0% moisture)",16,2019-12-16
747441,foundation_food,"Beans, Dry, Navy (0% moisture)",16,2019-12-16
747442,foundation_food,"Beans, Dry, Small White (0% moisture)",16,2019-12-16
747443,foundation_food,"Beans, Dry, Small Red (0% moisture)",16,2019-12-16
747444,foundation_food,"Beans, Dry, Black (0% moisture)",16,2019-12-16
747445,foundation_food,"Beans, Dry, Pinto (0% moisture)",16,2019-12-16
747446,foundation_food,"Beans, Dry, Great Northern (0% moisture)",16,2019-12-16
747447,foundation_food,"Broccoli, raw",11,2019-12-16
747448,foundation_food,"Strawberries, raw",9,2019-12-16
747693,foundation_food,"Ketchup, restaurant",11,2019-12-16
747997,foundation_food,"Eggs, Grade A, Large, egg white",1,2019-12-16
748236,foundation_food,"Eggs, Grade A, Large, egg yolk",1,2019-12-16
748278,foundation_food,"Oil, canola",4,2019-12-16
748323,foundation_food,"Oil, corn",4,2019-12-16
748366,foundation_food,"Oil, soybean",4,2019-12-16
748608,foundation_food,"Oil, olive, extra virgin",4,2019-12-16
748967,foundation_food,"Eggs, Grade A, Large, egg whole",1,2019-12-16
749420,foundation_food,"Pork, cured, bacon, cooked, restaurant",10,2019-12-16
789828,foundation_food,"Butter, stick, unsalted",1,2020-04-01
789890,foundation_food,"Flour, wheat, all-purpose, enriched, bleached",20,2020-04-01
789951,foundation_food,"Flour, wheat, all-purpose, enriched, unbleached",20,2020-04-01
790018,foundation_food,"Flour, wheat, all-purpose, unenriched, unbleached",20,2020-04-01
790085,foundation_food,"Flour, whole wheat, unenriched",20,2020-04-01
790146,foundation_food,"Flour, bread, white, enriched, unbleached",20,2020-04-01
790214,foundation_food,"Flour, rice, white, unenriched",20,2020-04-01
790276,foundation_food,"Flour, corn, yellow, fine meal, enriched",20,2020-04-01
790508,foundation_food,"Butter, stick, salted",1,2020-04-01
790577,foundation_food,"Onions, red, raw",11,2020-04-01
790646,foundation_food,"Onions, yellow, raw",11,2020-04-01
790774,foundation_food,"Bananas, overripe, raw",9,2020-04-01
790991,foundation_food,"Bananas, ripe and slightly ripe, raw",9,2020-04-01
1104647,foundation_food,"Garlic, raw",11,2020-10-30
1104705,foundation_food,"Flour, soy, defatted",16,2020-10-30
1104766,foundation_food,"Flour, soy, full-fat",16,2020-10-30
1104812,foundation_food,"Flour, rice, brown",20,2020-10-30
1104867,foundation_food,"Flour, rice, glutinous",20,2020-10-30
1104913,foundation_food,"Flour, pastry, unenriched, unbleached",20,2020-10-30
1104962,foundation_food,"Onions, white, raw",11,2020-10-30
1105073,foundation_food,"Bananas, overripe, raw",9,2020-04-01
1105314,foundation_food,"Bananas, ripe and slightly ripe, raw",9,2020-04-01
1105430,foundation_food,"Apples, red delicious, with skin, raw",9,2020-10-30
1105547,foundation_food,"Apples, honeycrisp, with skin, raw",9,2020-10-30
1105664,foundation_food,"Apples, granny smith, with skin, raw",9,2020-10-30
1105781,foundation_food,"Apples, gala, with skin, raw",9,2020-10-30
1105897,foundation_food,"Apples, fuji, with skin, raw",9,2020-10-30
1750337,foundation_food,"Soy milk, unsweetened, plain, shelf stable",16,2021-04-28
1750338,foundation_food,"Almond milk, unsweetened, plain, shelf stable",14,2021-04-28
1750339,foundation_food,"Apples, red delicious, with skin, raw",9,2020-10-30
1750340,foundation_food,"Apples, fuji, with skin, raw",9,2020-10-30
1750341,foundation_food,"Apples, gala, with skin, raw",9,2020-10-30
1750342,foundation_food,"Apples, granny smith, with skin, raw",9,2020-10-30
1750343,foundation_food,"Apples, honeycrisp, with skin, raw",9,2020-10-30
1750344,foundation_food,"Mushroom, lion's mane",11,2021-04-28
1750345,foundation_food,"Mushroom, oyster",11,2021-04-28
1750346,foundation_food,"Mushrooms, shiitake",11,2021-04-28
1750347,foundation_food,"Mushrooms, white button",11,2021-04-28
1750348,foundation_food,"Oil, peanut",4,2021-04-28
1750349,foundation_food,"Oil, sunflower",4,2021-04-28
1750350,foundation_food,"Oil, safflower",4,2021-04-28
1750351,foundation_food,"Oil, olive, extra light",4,2021-04-28
1750352,foundation_food,"Spinach, baby",11,2021-04-28
1750353,foundation_food,"Spinach, mature",11,2021-04-28
1750354,foundation_food,"Tomato, roma",11,2021-04-28
1999626,foundation_food,"Mushroom, lion's mane",11,2021-10-28
1999627,foundation_food,"Mushroom, oyster",11,2021-10-28
1999628,foundation_food,"Mushrooms, shiitake",11,2021-10-28
1999629,foundation_food,"Mushrooms, white button",11,2021-10-28
1999630,foundation_food,"Soy milk, unsweetened, plain, shelf stable",16,2021-10-28
1999631,foundation_food,"Almond milk, unsweetened, plain, shelf stable",14,2021-10-28
1999632,foundation_food,"Spinach, baby",11,2021-10-28
1999633,foundation_food,"Spinach, mature",11,2021-10-28
1999634,foundation_food,"Tomato, roma",11,2021-10-28
2003586,foundation_food,"Flour, 00",20,2021-10-28
2003587,foundation_food,"Flour, spelt, whole grain",20,2021-10-28
2003588,foundation_food,"Flour, semolina, coarse and semi-coarse",20,2021-10-28
2003589,foundation_food,"Flour, semolina, fine",20,2021-10-28
2003590,foundation_food,"Apple juice, with added vitamin C, from concentrate, shelf stable",9,2021-10-28
2003591,foundation_food,"Orange juice, no pulp, not fortified, from concentrate, refrigerated",9,2021-10-28
2003592,foundation_food,"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",9,2021-10-28
2003593,foundation_food,"Grape juice, white, with added vitamin C, from concentrate, shelf stable",9,2021-10-28
2003594,foundation_food,"Cranberry juice, not fortified, from concentrate, shelf stable",9,2021-10-28
2003595,foundation_food,"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",9,2021-10-28
2003596,foundation_food,"Tomato juice, with added ingredients, from concentrate, shelf stable",11,2021-10-28
2003597,foundation_food,"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",9,2021-10-28
2003598,foundation_food,"Mushroom, portabella",11,2021-10-28
2003599,foundation_food,"Mushroom, king oyster",11,2021-10-28
2003600,foundation_food,"Mushroom, enoki",11,2021-10-28
2003601,foundation_food,"Mushroom, crimini",11,2021-10-28
2003602,foundation_food,"Mushroom, maitake",11,2021-10-28
2003603,foundation_food,"Mushroom, beech",11,2021-10-28
2003604,foundation_food,"Mushroom, pioppini",11,2021-10-28
2257044,foundation_food,"Soy milk, sweetened, plain, refrigerated",16,2022-04-28
2257045,foundation_food,"Almond milk, unsweetened, plain, refrigerated",14,2022-04-28
2257046,foundation_food,"Oat milk, unsweetened, plain, refrigerated",14,2022-04-28
2258586,foundation_food,"Carrots, mature, raw",11,2022-04-28
2258587,foundation_food,"Carrots, baby, raw",11,2022-04-28
2258588,foundation_food,"Peppers, bell, green, raw",11,2022-04-28
2258589,foundation_food,"Peppers, bell, yellow, raw",11,2022-04-28
2258590,foundation_food,"Peppers, bell, red, raw",11,2022-04-28
2258591,foundation_food,"Peppers, bell, orange, raw",11,2022-04-28
2259792,foundation_food,"Buttermilk, low fat",1,2022-04-28
2259793,foundation_food,"Yogurt, plain, whole milk",1,2022-04-28
2259794,foundation_food,"Yogurt, Greek, plain, whole milk",1,2022-04-28
2259795,foundation_food,"Cheese, parmesan, grated, refrigerated",1,2022-04-28
2259796,foundation_food,"Cheese, feta, whole milk, crumbled",1,2022-04-28
2261420,foundation_food,"Flour, almond",12,2022-04-28
2261421,foundation_food,"Flour, oat, whole grain",20,2022-04-28
2261422,foundation_food,"Flour, potato",11,2022-04-28
2262072,foundation_food,"Peanut butter, creamy",16,2022-04-28
2262073,foundation_food,"Sesame butter, creamy",12,2022-04-28
2262074,foundation_food,"Almond butter, creamy",12,2022-04-28
2262075,foundation_food,"Flaxseed, ground",12,2022-04-28
2263887,foundation_food,"Strawberries, raw",9,2022-04-28
2263888,foundation_food,"Raspberries, raw",9,2022-04-28
2263889,foundation_food,"Blueberries, raw",9,2022-04-28
2263890,foundation_food,"Grapes, red, seedless, raw",9,2022-04-28
2263891,foundation_food,"Grapes, green, seedless, raw",9,2022-04-28
2263892,foundation_food,"Applesauce, unsweetened, with added vitamin C",9,2022-04-28
2346384,foundation_food,"Cottage cheese, full fat, large or small curd",1,2022-10-28
2346385,foundation_food,"Cream cheese, full fat, block",1,2022-10-28
2346386,foundation_food,"Cream, heavy",1,2022-10-28
2346387,foundation_food,"Cream, sour, full fat",1,2022-10-28
2346388,foundation_food,"Lettuce, iceberg, raw",11,2022-10-28
2346389,foundation_food,"Lettuce, romaine, green, raw",11,2022-10-28
2346390,foundation_food,"Lettuce, leaf, red, raw",11,2022-10-28
2346391,foundation_food,"Lettuce, leaf, green, raw",11,2022-10-28
2346392,foundation_food,"Nuts, pine nuts, raw",12,2022-10-28
2346393,foundation_food,"Nuts, almonds, whole, raw",12,2022-10-28
2346394,foundation_food,"Nuts, walnuts, English, halves, raw",12,2022-10-28
2346395,foundation_food,"Nuts, pecans, halves, raw",12,2022-10-28
2346396,foundation_food,"Oats, whole grain, rolled, old fashioned",20,2022-10-28
2346397,foundation_food,"Oats, whole grain, steel cut",20,2022-10-28
2346398,foundation_food,"Pineapple, raw",9,2022-10-28
2346399,foundation_food,"Cherries, sweet, dark red, raw",9,2022-10-28
2346400,foundation_food,"Beans, snap, green, raw",11,2022-10-28
2346401,foundation_food,"Potatoes, russet, without skin, raw",11,2022-10-28
2346402,foundation_food,"Potatoes, red, without skin, raw",11,2022-10-28
2346403,foundation_food,"Potatoes, gold, without skin, raw",11,2022-10-28
2346404,foundation_food,"Sweet potatoes, orange flesh, without skin, raw",11,2022-10-28
2346405,foundation_food,"Celery, raw",11,2022-10-28
2346406,foundation_food,"Cucumber, with peel, raw",11,2022-10-28
2346407,foundation_food,"Cabbage, green, raw",11,2022-10-28
2346408,foundation_food,"Cabbage, red, raw",11,2022-10-28
2346409,foundation_food,"Strawberries, raw",9,2022-10-28
2346410,foundation_food,"Raspberries, raw",9,2022-10-28
2346411,foundation_food,"Blueberries, raw",9,2022-10-28
2346412,foundation_food,"Grapes, red, seedless, raw",9,2022-10-28
2346413,foundation_food,"Grapes, green, seedless, raw",9,2022-10-28
2346414,foundation_food,"Applesauce, unsweetened, with added vitamin C",9,2022-10-28
2512371,foundation_food,"Flour, amaranth",20,2023-04-20
2512372,foundation_food,"Flour, quinoa",20,2023-04-20
2512373,foundation_food,"Flour, sorghum",20,2023-04-20
2512374,foundation_food,"Flour, buckwheat",20,2023-04-20
2512375,foundation_food,"Flour, rye",20,2023-04-20
2512376,foundation_food,"Flour, barley",20,2023-04-20
2512377,foundation_food,"Flour, cassava",11,2023-04-20
2512378,foundation_food,"Buckwheat, whole grain",20,2023-04-20
2512379,foundation_food,"Millet, whole grain",20,2023-04-20
2512380,foundation_food,"Rice, brown, long grain, unenriched, raw",20,2023-04-20
2512381,foundation_food,"Rice, white, long grain, unenriched, raw",20,2023-04-20
2514743,foundation_food,"Beef, ground, 90% lean meat / 10% fat, raw",13,2023-04-20
2514744,foundation_food,"Beef, ground, 80% lean meat / 20% fat, raw",13,2023-04-20
2514745,foundation_food,"Pork, ground, raw",10,2023-04-20
2514746,foundation_food,"Chicken, ground, with additives, raw",5,2023-04-20
2514747,foundation_food,"Turkey, ground, 93% lean/ 7% fat, raw",5,2023-04-20
2515373,foundation_food,"Nuts, brazilnuts, raw",12,2023-04-20
2515374,foundation_food,"Nuts, cashew nuts, raw",12,2023-04-20
2515375,foundation_food,"Nuts, hazelnuts or filberts, raw",12,2023-04-20
2515376,foundation_food,"Peanuts, raw",16,2023-04-20
2515377,foundation_food,"Flour, chestnut",12,2023-04-20
2515378,foundation_food,"Nuts, macadamia nuts, raw",12,2023-04-20
2515379,foundation_food,"Nuts, pistachio nuts, raw",12,2023-04-20
2515380,foundation_food,"Seeds, pumpkin seeds (pepitas), raw",12,2023-04-20
2515381,foundation_food,"Seeds, sunflower seed, kernel, raw",12,2023-04-20
2515382,foundation_food,"Flour, coconut",12,2023-04-20
2644281,foundation_food,"Beans, cannellini, dry",16,2023-10-26
2644282,foundation_food,"Chickpeas, (garbanzo beans, bengal gram), dry",16,2023-10-26
2644283,foundation_food,"Lentils, dry",16,2023-10-26
2644284,foundation_food,"Blackeye pea, dry",16,2023-10-26
2644285,foundation_food,"Beans, black, canned, sodium added, drained and rinsed",16,2023-10-26
2644286,foundation_food,"Beans, navy, canned, sodium added, drained and rinsed",16,2023-10-26
2644287,foundation_food,"Beans, cannellini, canned, sodium added, drained and rinsed",16,2023-10-26
2644288,foundation_food,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",16,2023-10-26
2644289,foundation_food,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",16,2023-10-26
2644290,foundation_food,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",16,2023-10-26
2644291,foundation_food,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",11,2023-10-26
2644292,foundation_food,"Beans, pinto, canned, sodium added, drained and rinsed",16,2023-10-26
2644293,foundation_food,"Blackeye pea, canned, sodium added, drained and rinsed",16,2023-10-26
2644294,foundation_food,"Beans, great northern, canned, sodium added, drained and rinsed",16,2023-10-26
2646168,foundation_food,"Pork, loin, boneless, raw",10,2023-10-26
2646169,foundation_food,"Pork, loin, tenderloin, boneless, raw",10,2023-10-26
2646170,foundation_food,"Chicken, breast, boneless, skinless, raw",5,2023-10-26
2646171,foundation_food,"Chicken, thigh, boneless, skinless, raw",5,2023-10-26
2646172,foundation_food,"Beef, ribeye, steak, boneless, choice, raw",13,2023-10-26
2646173,foundation_food,"Beef, round, top round, boneless, choice, raw",13,2023-10-26
2646174,foundation_food,"Beef, chuck, roast, boneless, choice, raw",13,2023-10-26
2646175,foundation_food,"Beef, flank, steak, boneless, choice, raw",13,2023-10-26
2647437,foundation_food,"Yogurt, plain, nonfat",1,2023-10-26
2647438,foundation_food,"Cheese, monterey jack, solid",1,2023-10-26
2647439,foundation_food,"Cheese, pasteurized process cheese food or product, American, singles",1,2023-10-26
2647440,foundation_food,"Cheese, provolone, sliced",1,2023-10-26
2647441,foundation_food,"Cheese, oaxaca, solid",1,2023-10-26
2647442,foundation_food,"Cheese, queso fresco, solid",1,2023-10-26
2647443,foundation_food,"Cheese, cotija, solid",1,2023-10-26
2684440,foundation_food,"Fish, salmon, sockeye, wild caught, raw",15,2024-04-18
2684441,foundation_food,"Fish, salmon, Atlantic, farm raised, raw",15,2024-04-18
2684442,foundation_food,"Fish, tilapia, farm raised, raw",15,2024-04-18
2684443,foundation_food,"Crustaceans, shrimp, farm raised, raw",15,2024-04-18
2684444,foundation_food,"Fish, cod, Atlantic, wild caught, raw",15,2024-04-18
2684445,foundation_food,"Fish, catfish, farm raised, raw",15,2024-04-18
2684446,foundation_food,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",15,2024-04-18
2685568,foundation_food,"Squash, summer, green, zucchini, includes skin, raw",11,2024-04-18
2685569,foundation_food,"Squash, summer, yellow, includes skin, raw",11,2024-04-18
2685570,foundation_food,"Squash, winter, butternut, raw",11,2024-04-18
2685571,foundation_food,"Squash, winter, acorn, raw",11,2024-04-18
2685572,foundation_food,"Cabbage, bok choy, raw",11,2024-04-18
2685573,foundation_food,"Cauliflower, raw",11,2024-04-18
2685574,foundation_food,"Collards, raw",11,2024-04-18
2685575,foundation_food,"Brussels sprouts, raw",11,2024-04-18
2685576,foundation_food,"Beets, raw",11,2024-04-18
2685577,foundation_food,"Eggplant, raw",11,2024-04-18
2685578,foundation_food,"Tomatoes, whole, canned, solids and liquids, with salt added",11,2024-04-18
2685579,foundation_food,"Tomato, sauce, canned, with salt added",11,2024-04-18
2685580,foundation_food,"Tomato, paste, canned, without salt added",11,2024-04-18
2685581,foundation_food,"Tomatoes, crushed, canned",11,2024-04-18
2685582,foundation_food,"Tomato, puree, canned",11,2024-04-18
2710815,foundation_food,"Apricot, with skin, raw",9,2024-10-31
2710816,foundation_food,"Melons, honeydew, raw",9,2024-10-31
2710817,foundation_food,"Plantains, ripe, raw",9,2024-10-31
2710818,foundation_food,"Plantains, underripe, raw",9,2024-10-31
2710819,foundation_food,"Chia seeds, dry, raw",20,2024-10-31
2710820,foundation_food,"Bulgur, dry, raw",20,2024-10-31
2710821,foundation_food,"Wild rice, dry, raw",20,2024-10-31
2710822,foundation_food,"Arugula, baby, raw",11,2024-10-31
2710823,foundation_food,"Asparagus, green, raw",11,2024-10-31
2710824,foundation_food,"Avocado, Hass, peeled, raw",9,2024-10-31
2710825,foundation_food,"Rice, black, unenriched, raw",20,2024-10-31
2710826,foundation_food,"Corn, sweet, yellow and white kernels,  fresh, raw",11,2024-10-31
2710827,foundation_food,"Einkorn, grain, dry, raw",20,2024-10-31
2710828,foundation_food,"Farro, pearled, dry, raw",20,2024-10-31
2710829,foundation_food,"Fonio, grain, dry, raw",20,2024-10-31
2710830,foundation_food,"Khorasan, grain, dry, raw",20,2024-10-31
2710831,foundation_food,"Kiwifruit (kiwi), green, peeled, raw",9,2024-10-31
2710832,foundation_food,"Mandarin, seedless, peeled, raw",9,2024-10-31
